CUSTOMERCODE,STATENAME,ST,GENDER,DOB,GENDER1,EMAIL,FEST_CNT,TOTAL_AMOUNT,AC_AMOUNT,AV_AMOUNT,HA_AMOUNT,EMI_CE_AMOUNT,IS_HIGHEND,CNT_VIST,GAP_VISIT
2270447,State2,2,Male,0,1,1,0,201100,0,100500,100600,0,0,1,0
1025421,State2,2,Male,0,1,0,1,25700,0,25700,0,0,0,1,0
1501274,State2,2,Male,0,1,0,0,36600,36600,0,0,0,0,1,0
1457449,State2,2,Male,0,1,0,0,57800,57800,0,0,0,0,1,0
783382,State2,2,Male,0,1,0,0,84300,0,84300,0,0,0,1,0
1879191,State2,2,Male,0,1,0,1,16600,0,16600,0,0,0,1,0
1413325,State2,2,Male,0,1,0,0,20600,0,0,20600,0,0,1,0
1957609,State2,2,Male,0,1,0,0,19600,0,0,19600,0,0,1,0
408852,State2,2,Male,0,1,0,1,27100,0,0,27100,0,0,1,0
407744,State2,2,Male,0,1,0,1,14300,0,14300,0,0,0,1,0
1910215,State2,2,Male,0,1,0,1,37100,0,0,37100,0,0,1,0
577080,State2,2,Male,0,1,0,0,53300,0,53300,0,0,0,1,0
2431505,State2,2,Female,0,2,0,1,16300,0,16300,0,0,0,1,0
2606331,State2,2,Male,0,1,0,0,43400,43400,0,0,0,0,1,0
1505491,State2,2,Male,0,1,0,0,16900,0,0,16900,0,0,1,0
1330299,State2,2,Male,0,1,0,0,2600,0,2600,0,0,0,1,0
1957659,State2,2,Male,0,1,0,0,27100,0,27100,0,0,0,1,0
552612,State2,2,Male,0,1,0,0,34900,0,0,34900,0,0,1,0
2021377,State2,2,Male,0,1,0,0,23100,0,0,23100,0,0,1,0
1842247,State2,2,Male,0,1,0,0,122100,0,122100,0,0,0,1,0
1632364,State2,2,Male,0,1,0,4,201100,0,116600,84500,0,0,5,24
1714634,State2,2,Male,0,1,0,1,127900,0,112300,15600,0,0,3,12
2200045,State2,2,Male,0,1,0,1,45400,45400,0,0,0,0,1,0
1820672,State2,2,Male,0,1,0,0,27400,0,27400,0,0,0,1,0
669771,State2,2,Female,0,2,0,1,41200,41200,0,0,0,0,1,0
787011,State2,2,Male,0,1,0,0,57000,0,57000,0,0,0,1,0
1518591,State2,2,Male,0,1,0,0,39200,0,0,39200,0,0,2,379
370684,State2,2,Male,0,1,0,1,37400,0,37400,0,0,0,1,0
674219,State2,2,Male,0,1,0,1,42300,29000,0,13300,0,0,1,0
1657315,State2,2,Male,1,1,1,1,288700,0,250500,38200,0,1,2,33
1674954,State2,2,Male,0,1,0,1,10900,0,0,10900,0,0,1,0
651167,State2,2,Male,0,1,0,1,15000,0,15000,0,0,0,1,0
1317644,State2,2,Male,0,1,0,1,31700,0,31700,0,0,0,2,849
695469,State2,2,Male,0,1,0,1,12700,0,0,12700,0,0,1,0
423890,State2,2,Male,0,1,0,1,39700,0,39700,0,0,0,1,0
888125,State2,2,Male,0,1,0,0,30700,0,30700,0,0,0,1,0
2425502,State2,2,Male,0,1,0,1,27100,0,27100,0,0,0,1,0
2642758,State2,2,Male,0,1,0,0,36500,0,0,36500,0,0,1,0
1003374,State2,2,Male,0,1,0,1,23700,0,0,23700,0,0,1,0
2468365,State2,2,Male,0,1,0,1,32700,0,0,32700,0,0,1,0
1220529,State2,2,Female,0,2,0,0,13900,0,13900,0,0,0,1,0
1510611,State2,2,Male,0,1,0,0,18500,0,0,18500,0,0,1,0
2218191,State2,2,Male,0,1,0,1,28200,0,28200,0,0,0,1,0
1024250,State2,2,Male,0,1,0,1,17700,0,17700,0,0,0,1,0
382127,State2,2,Female,0,2,0,1,37600,0,37600,0,0,0,1,0
680964,State2,2,Male,0,1,0,1,45900,45900,0,0,0,0,1,0
2327964,State2,2,Female,0,2,0,1,142400,0,142400,0,0,0,1,0
766322,State2,2,Male,0,1,0,0,25800,0,0,25800,0,0,1,0
1241782,State2,2,Male,0,1,0,0,16000,0,16000,0,0,0,1,0
2049132,State2,2,Male,0,1,0,0,5800,0,0,5800,0,0,1,0
800849,State2,2,Male,0,1,0,0,12800,0,0,12800,0,0,1,0
352410,State2,2,Male,0,1,0,1,14900,0,14900,0,0,0,1,0
778387,State2,2,Male,0,1,0,0,17100,0,17100,0,0,0,1,0
2424903,State2,2,Male,0,1,0,1,24900,0,0,24900,0,0,1,0
2310608,State2,2,Female,0,2,0,1,37200,0,0,37200,0,0,1,0
681217,State2,2,Male,0,1,1,1,38600,38600,0,0,0,0,1,0
2213011,State2,2,Male,0,1,0,1,23500,0,0,23500,0,0,1,0
474789,State2,2,Male,0,1,0,0,37700,0,37700,0,0,0,1,0
1802739,State2,2,Male,0,1,0,0,15500,0,0,15500,0,0,1,0
579987,State2,2,Male,0,1,0,0,60500,0,34400,26100,0,0,1,0
929761,State2,2,Male,0,1,0,1,22100,0,0,22100,0,0,1,0
432046,State2,2,Male,0,1,0,0,13200,0,0,13200,0,0,1,0
2003892,State2,2,Male,0,1,0,0,19500,0,0,19500,0,0,1,0
1981665,State2,2,Male,0,1,0,0,40400,0,0,40400,0,0,1,0
2465847,State2,2,Male,0,1,0,1,51900,0,51900,0,0,0,1,0
2025161,State2,2,Male,0,1,0,0,19200,0,0,19200,0,0,1,0
1762519,State2,2,Male,0,1,0,1,19700,0,0,19700,0,0,1,0
859857,State2,2,Male,0,1,0,0,13600,0,13600,0,0,0,1,0
888944,State2,2,Male,0,1,0,0,14600,0,0,14600,0,0,1,0
798095,State2,2,Male,0,1,0,0,17600,0,0,17600,0,0,1,0
1229736,State2,2,Female,1,2,1,0,126100,54200,71900,0,0,0,2,101
1089000,State2,2,Male,0,1,0,0,23000,0,0,23000,0,0,1,0
2555446,State2,2,Male,0,1,1,0,58200,33300,0,24900,0,0,1,0
504556,State2,2,Male,0,1,0,1,16100,0,16100,0,0,0,1,0
1963145,State2,2,Male,0,1,0,0,30200,0,0,30200,0,0,1,0
2252234,State2,2,Male,0,1,0,1,182900,0,182900,0,0,0,1,0
1041224,State2,2,Male,0,1,0,1,62000,0,62000,0,0,0,1,0
1789027,State2,2,Male,0,1,0,1,12600,0,0,12600,0,0,1,0
1130020,State2,2,Female,0,2,0,0,24100,0,0,24100,0,0,1,0
746150,State2,2,Male,0,1,0,0,21800,0,0,21800,0,0,1,0
2465054,State2,2,Male,0,1,0,1,19600,0,0,19600,0,0,1,0
584902,State2,2,Male,0,1,1,0,15900,0,0,15900,0,0,1,0
1022469,State2,2,Male,0,1,0,1,20400,0,0,20400,0,0,1,0
813713,State2,2,Female,0,2,0,0,14600,0,0,14600,0,0,1,0
1218971,State2,2,Male,0,1,0,0,30100,0,0,30100,0,0,1,0
1146790,State2,2,Female,0,2,0,0,17500,0,0,17500,0,0,1,0
524484,State2,2,Male,0,1,0,1,16200,0,0,16200,0,0,1,0
995637,State2,2,Male,0,1,0,1,14100,0,14100,0,0,0,1,0
585790,State2,2,Male,0,1,0,0,26300,0,0,26300,0,0,1,0
1959020,State2,2,Male,0,1,0,0,30500,0,0,30500,0,0,1,0
644502,State2,2,Male,0,1,0,1,28700,0,0,28700,0,0,1,0
1687616,State2,2,Male,0,1,0,1,18400,0,0,18400,0,0,1,0
400024,State2,2,Male,0,1,0,1,28700,0,0,28700,0,0,1,0
855374,State2,2,Male,0,1,0,0,21700,0,0,21700,0,0,1,0
531178,State2,2,Female,0,2,0,1,26000,0,0,26000,0,0,2,1
476059,State2,2,Female,0,2,0,0,24300,0,11300,13000,0,0,1,0
2470115,State2,2,Male,0,1,0,1,25100,0,25100,0,0,0,1,0
864493,State2,2,Male,0,1,0,0,14600,0,0,14600,0,0,1,0
2535919,State2,2,Male,0,1,0,0,14400,0,14400,0,0,0,1,0
653732,State2,2,Male,0,1,0,1,13100,0,0,13100,0,0,1,0
878850,State2,2,Male,0,1,0,0,16800,0,16800,0,0,0,1,0
1481288,State2,2,Female,0,2,0,0,19700,0,0,19700,0,0,1,0
1403592,State2,2,Male,0,1,0,0,17700,0,0,17700,0,0,1,0
866712,State2,2,Male,0,1,0,0,13900,0,0,13900,0,0,1,0
754395,State2,2,Male,0,1,0,0,22100,0,0,22100,0,0,1,0
2352898,State2,2,Female,0,2,0,1,33000,0,33000,0,0,0,1,0
369796,State2,2,Male,0,1,0,2,28400,0,0,28400,0,0,2,4
1957758,State2,2,Male,0,1,0,0,78500,0,78500,0,0,0,1,0
646434,State2,2,Female,0,2,0,1,69600,0,69600,0,0,0,1,0
2072806,State2,2,Male,0,1,0,0,17900,0,0,17900,0,0,1,0
407823,State2,2,Male,0,1,0,1,22800,0,0,22800,0,0,1,0
2418214,State2,2,Male,0,1,0,1,27600,0,27600,0,0,0,1,0
709207,State2,2,Male,0,1,0,0,62500,0,0,62500,0,0,1,0
734073,State2,2,Male,0,1,0,0,20300,0,0,20300,0,0,1,0
716738,State2,2,Male,0,1,0,0,36900,36900,0,0,0,0,1,0
1870074,State2,2,Male,0,1,0,1,29700,0,0,29700,0,0,1,0
2439881,State2,2,Male,0,1,0,1,56100,56100,0,0,0,0,1,0
1835618,State2,2,Male,0,1,0,0,15400,0,0,15400,0,0,1,0
1374176,State2,2,Male,0,1,0,0,12600,0,0,12600,0,0,1,0
818241,State2,2,Male,0,1,1,0,111300,0,0,111300,0,0,1,0
1677744,State2,2,Male,0,1,0,1,44500,0,0,44500,0,0,1,0
2419080,State2,2,Male,0,1,0,1,23100,0,0,23100,0,0,1,0
497573,State2,2,Male,0,1,0,1,36400,0,36400,0,0,0,1,0
1385721,State2,2,Male,0,1,0,0,14700,0,0,14700,0,0,1,0
881535,State2,2,Male,0,1,0,0,5800,0,0,5800,0,0,1,0
667255,State2,2,Male,0,1,0,1,14200,0,0,14200,0,0,1,0
2025950,State2,2,Male,0,1,0,0,32600,0,32600,0,0,0,1,0
508043,State2,2,Male,0,1,1,1,15500,0,15500,0,0,0,1,0
776174,State2,2,Male,0,1,0,0,15800,0,15800,0,0,0,1,0
1362836,State2,2,Male,0,1,0,1,23000,0,0,23000,0,0,1,0
1570190,State2,2,Male,0,1,0,1,16000,0,0,16000,0,0,1,0
1470344,State2,2,Male,0,1,0,0,19500,0,0,19500,0,0,1,0
358385,State2,2,Male,0,1,0,1,18000,0,0,18000,0,0,1,0
2290948,State2,2,Male,0,1,0,0,14000,0,0,14000,0,0,1,0
407737,State2,2,Male,0,1,1,1,18000,0,18000,0,0,0,1,0
1848723,State2,2,Male,0,1,0,0,30600,0,30600,0,0,0,1,0
399223,State2,2,Male,0,1,0,1,13700,0,0,13700,0,0,1,0
946874,State2,2,Male,0,1,0,1,48300,0,48300,0,0,0,1,0
937924,State2,2,Male,0,1,0,1,15800,0,15800,0,0,0,1,0
1465576,State2,2,Male,0,1,0,0,25200,0,0,25200,0,0,1,0
2640738,State2,2,Male,0,1,0,0,108400,0,0,108400,0,0,1,0
1045777,State2,2,Male,0,1,0,1,29700,0,0,29700,0,0,1,0
1921153,State2,2,Male,0,1,0,1,31600,0,31600,0,0,0,1,0
835271,State2,2,Female,0,2,0,0,86300,0,86300,0,0,0,1,0
2026160,State2,2,Male,0,1,0,0,50500,0,50500,0,0,0,1,0
495051,State2,2,Male,0,1,0,1,14800,0,0,14800,0,0,1,0
1471075,State2,2,Male,0,1,0,0,2900,0,2900,0,0,0,1,0
938533,State2,2,Male,0,1,0,1,39500,0,39500,0,0,0,1,0
1871490,State2,2,Male,0,1,0,1,69300,33700,35600,0,0,0,1,0
761197,State2,2,Female,1,2,1,0,14600,0,0,14600,0,0,1,0
611419,State2,2,Male,0,1,1,0,31000,0,0,31000,0,0,1,0
657732,State2,2,Male,0,1,0,1,30400,0,30400,0,0,0,1,0
962817,State2,2,Female,0,2,0,1,34100,0,34100,0,0,0,1,0
873371,State2,2,Male,0,1,0,0,13700,0,0,13700,0,0,1,0
1275035,State2,2,Male,0,1,0,1,29700,0,29700,0,0,0,1,0
860769,State2,2,Male,0,1,0,0,12200,0,0,12200,0,0,1,0
1647823,State2,2,Male,0,1,0,1,82100,0,31800,50300,0,0,2,200
696048,State2,2,Male,0,1,0,1,16700,0,16700,0,0,0,1,0
595567,State2,2,Male,0,1,0,0,13900,0,0,13900,0,0,1,0
1938685,State2,2,Male,0,1,0,0,41000,0,0,41000,0,0,1,0
626205,State2,2,Male,0,1,0,1,29600,0,29600,0,0,0,1,0
1397186,State2,2,Male,0,1,0,0,15000,0,0,15000,0,0,1,0
709043,State2,2,Male,0,1,0,0,33900,33900,0,0,0,0,1,0
2326307,State2,2,Male,0,1,0,1,20500,0,0,20500,0,0,1,0
588528,State2,2,Male,0,1,0,0,15000,0,0,15000,0,0,1,0
564390,State2,2,Male,0,1,0,0,14400,0,0,14400,0,0,1,0
899290,State2,2,Male,0,1,0,1,15900,0,15900,0,0,0,1,0
2236081,State2,2,Female,0,2,0,1,59900,0,59900,0,0,0,1,0
2331872,State2,2,Female,0,2,0,1,51400,0,51400,0,0,0,1,0
794018,State2,2,Male,0,1,0,0,32000,32000,0,0,0,0,1,0
2484526,State2,2,Male,0,1,0,1,25000,0,0,25000,0,0,1,0
1287381,State2,2,Male,0,1,0,1,24000,0,0,24000,0,0,1,0
1190622,State2,2,Male,0,1,0,1,27300,0,0,27300,0,0,1,0
1608312,State2,2,Male,0,1,0,0,83900,83900,0,0,0,0,1,0
2470691,State2,2,Male,1,1,1,2,99000,0,0,99000,0,0,2,3
1556751,State2,2,Male,0,1,0,1,39800,0,0,39800,0,0,1,0
1021310,State2,2,Male,0,1,0,1,91200,0,65400,25800,0,0,1,0
643729,State2,2,Male,0,1,0,1,5600,0,0,5600,0,0,1,0
1161564,State2,2,Male,0,1,0,1,2900,0,2900,0,0,0,1,0
909732,State2,2,Male,0,1,0,1,34500,0,34500,0,0,0,1,0
1444296,State2,2,Female,0,2,0,0,22000,22000,0,0,0,0,1,0
409671,State2,2,Male,0,1,0,1,21100,0,0,21100,0,0,1,0
1467906,State2,2,Male,0,1,0,0,18000,0,0,18000,0,0,1,0
899974,State2,2,Male,0,1,0,1,18900,0,18900,0,0,0,1,0
702629,State2,2,Male,0,1,0,1,12300,0,0,12300,0,0,1,0
803194,State2,2,Female,0,2,0,0,13900,0,13900,0,0,0,1,0
2237349,State2,2,Male,0,1,0,1,41200,0,41200,0,0,0,1,0
914636,State2,2,Male,0,1,0,1,16400,0,0,16400,0,0,1,0
1870081,State2,2,Male,0,1,0,1,23700,0,23700,0,0,0,1,0
630330,State2,2,Female,0,2,0,1,31200,0,31200,0,0,0,1,0
2179641,State2,2,Male,0,1,0,1,16500,0,0,16500,0,0,1,0
1961582,State2,2,Male,0,1,0,0,34300,0,0,34300,0,0,1,0
998597,State2,2,Male,0,1,0,2,80000,0,80000,0,0,0,2,8
1261781,State2,2,Male,0,1,0,0,22600,0,0,22600,0,0,1,0
1927836,State2,2,Male,0,1,0,1,16800,0,0,16800,0,0,1,0
1430603,State2,2,Male,0,1,0,0,17400,0,0,17400,0,0,1,0
2427996,State2,2,Male,0,1,0,1,25400,0,25400,0,0,0,1,0
2018211,State2,2,Male,0,1,0,0,40700,0,25600,15100,0,0,1,0
889472,State2,2,Male,0,1,0,0,28800,0,0,28800,0,0,1,0
1201920,State2,2,Male,0,1,0,1,19500,0,0,19500,0,0,1,0
1864229,State2,2,Female,0,2,0,1,13700,0,0,13700,0,0,1,0
756998,State2,2,Male,0,1,0,0,14000,0,0,14000,0,0,1,0
1997796,State2,2,Male,0,1,0,0,14900,0,14900,0,0,0,1,0
1317262,State2,2,Male,0,1,0,1,16100,0,0,16100,0,0,1,0
484222,State2,2,Male,0,1,0,0,11100,0,0,11100,0,0,1,0
1588589,State2,2,Male,0,1,0,1,31400,0,0,31400,0,0,1,0
1629809,State2,2,Male,0,1,0,1,58500,0,0,58500,0,0,1,0
1455902,State2,2,Male,0,1,0,0,20100,0,0,20100,0,0,1,0
978838,State2,2,Male,0,1,0,1,33100,33100,0,0,0,0,1,0
1629859,State2,2,Male,0,1,0,1,14000,0,0,14000,0,0,1,0
833714,State2,2,Male,0,1,1,0,23700,0,23700,0,0,0,1,0
929952,State2,2,Male,0,1,0,1,30200,0,30200,0,0,0,1,0
2550562,State2,2,Male,0,1,0,0,34000,0,0,34000,0,0,1,0
368403,State2,2,Male,0,1,0,1,32900,0,0,32900,0,0,1,0
911110,State2,2,Male,0,1,0,1,24400,0,0,24400,0,0,1,0
583338,State2,2,Male,0,1,0,0,48800,23100,0,25700,0,0,1,0
836238,State2,2,Male,0,1,0,0,30800,0,30800,0,0,0,1,0
483516,State2,2,Male,0,1,0,0,6500,0,0,6500,0,0,1,0
1804349,State2,2,Female,0,2,0,0,14700,0,14700,0,0,0,1,0
1699279,State2,2,Male,0,1,0,1,14800,0,14800,0,0,0,1,0
504262,State2,2,Male,0,1,0,1,5700,0,0,5700,0,0,1,0
1369416,State2,2,Female,0,2,0,0,55200,55200,0,0,0,0,1,0
493971,State2,2,Female,0,2,0,1,13300,0,0,13300,0,0,1,0
872433,State2,2,Male,0,1,0,0,15200,0,15200,0,0,0,1,0
1423484,State2,2,Female,0,2,0,0,14000,0,0,14000,0,0,1,0
424187,State2,2,Male,0,1,1,1,14700,0,0,14700,0,0,1,0
780958,State2,2,Male,0,1,0,0,28000,0,0,28000,0,0,1,0
1881187,State2,2,Male,0,1,0,1,17300,0,0,17300,0,0,1,0
620579,State2,2,Male,0,1,0,1,29300,0,0,29300,0,0,1,0
543433,State2,2,Male,0,1,0,1,11600,0,0,11600,0,0,1,0
2348167,State2,2,Male,0,1,0,1,23200,0,23200,0,0,0,1,0
1847627,State2,2,Male,0,1,0,0,20700,0,0,20700,0,0,1,0
787629,State2,2,Male,0,1,0,0,62300,0,62300,0,0,0,1,0
1252068,State2,2,Male,0,1,0,0,16000,0,0,16000,0,0,1,0
2025964,State2,2,Male,0,1,0,0,35000,0,0,35000,0,0,1,0
852151,State2,2,Male,0,1,0,0,29200,0,29200,0,0,0,1,0
804528,State2,2,Male,0,1,0,0,25300,0,25300,0,0,0,1,0
1650558,State2,2,Male,0,1,0,1,14700,0,14700,0,0,0,1,0
1977966,State2,2,Male,1,1,1,2,338500,58100,98100,182300,26000,0,5,255
1376512,State2,2,Male,0,1,0,0,15700,0,0,15700,0,0,1,0
1139686,State2,2,Male,0,1,0,0,25400,0,25400,0,0,0,1,0
430537,State2,2,Male,0,1,0,1,5100,0,0,5100,0,0,1,0
1769052,State2,2,Male,0,1,0,1,34900,0,34900,0,0,0,1,0
2079220,State2,2,Female,0,2,0,0,16200,0,16200,0,0,0,1,0
1344732,State2,2,Male,0,1,0,1,18800,0,0,18800,0,0,1,0
775879,State2,2,Male,0,1,0,0,18000,0,0,18000,0,0,1,0
691728,State2,2,Male,0,1,0,1,74600,33900,40700,0,0,0,2,455
715376,State2,2,Male,0,1,0,0,39900,0,0,39900,0,0,1,0
487503,State2,2,Male,0,1,0,0,31400,0,0,31400,0,0,1,0
384736,State2,2,Male,0,1,0,1,16200,0,2700,13500,0,0,1,0
2477965,State2,2,Male,0,1,0,1,56000,0,56000,0,0,0,2,1
797514,State2,2,Male,0,1,0,0,18000,0,0,18000,0,0,1,0
772203,State2,2,Female,0,2,0,0,20500,0,0,20500,0,0,1,0
1686075,State2,2,Male,0,1,0,1,12100,0,0,12100,0,0,1,0
2232856,State2,2,Male,0,1,0,1,31600,0,0,31600,0,0,1,0
1011877,State2,2,Male,1,1,0,1,13700,0,13700,0,0,0,1,0
1178849,State2,2,Female,0,2,0,1,23700,0,0,23700,0,0,1,0
1478090,State2,2,Male,1,1,0,0,43400,43400,0,0,0,0,1,0
1837964,State2,2,Male,0,1,0,0,12800,0,0,12800,0,0,1,0
1359170,State2,2,Male,1,1,1,1,222400,146800,57400,18200,0,0,2,34
821968,State2,2,Male,0,1,0,0,33200,0,33200,0,0,0,1,0
2384048,State2,2,Male,0,1,0,0,59900,0,59900,0,0,0,1,0
492973,State2,2,Male,0,1,0,1,15600,0,0,15600,0,0,1,0
681383,State2,2,Male,0,1,0,1,22400,0,22400,0,0,0,1,0
1044807,State2,2,Female,0,2,0,1,15400,0,0,15400,0,0,1,0
1769246,State2,2,Male,0,1,0,1,17600,0,17600,0,0,0,1,0
386692,State2,2,Male,0,1,0,1,16100,0,16100,0,0,0,1,0
2592106,State2,2,Male,0,1,0,0,19600,0,0,19600,0,0,1,0
2005418,State2,2,Male,0,1,0,0,15100,0,0,15100,0,0,1,0
1347945,State2,2,Male,0,1,0,1,44900,44900,0,0,0,0,1,0
617473,State2,2,Male,0,1,0,1,24000,0,0,24000,0,0,1,0
481631,State2,2,Male,0,1,0,0,20800,0,0,20800,0,0,1,0
619307,State2,2,Male,0,1,0,1,42300,0,42300,0,0,0,1,0
901759,State2,2,Male,0,1,0,1,39900,39900,0,0,0,0,1,0
814179,State2,2,Female,0,2,0,0,13600,0,13600,0,0,0,1,0
547990,State2,2,Male,0,1,0,1,16200,0,0,16200,0,0,1,0
2173388,State2,2,Male,0,1,0,1,6700,0,6700,0,0,0,1,0
486398,State2,2,Male,0,1,0,0,43900,0,43900,0,0,0,1,0
968622,State2,2,Male,0,1,0,0,18800,0,18800,0,0,0,1,0
1971556,State2,2,Male,0,1,0,0,36700,36700,0,0,0,0,1,0
1076751,State2,2,Male,0,1,0,1,14000,0,14000,0,0,0,1,0
2393832,State2,2,Male,0,1,0,0,18700,0,0,18700,0,0,1,0
1444671,State2,2,Male,0,1,1,0,30900,0,30900,0,0,0,1,0
1292837,State2,2,Male,0,1,0,1,15300,0,0,15300,0,0,1,0
391236,State2,2,Male,0,1,0,1,21600,0,0,21600,0,0,1,0
790644,State2,2,Male,0,1,0,0,13000,0,0,13000,0,0,1,0
358002,State2,2,Male,0,1,0,1,28800,0,28800,0,0,0,1,0
1003386,State2,2,Male,0,1,0,1,42800,0,42800,0,0,0,2,567
1604336,State2,2,Male,0,1,0,1,82900,0,65800,17100,0,0,2,12
837510,State2,2,Male,0,1,0,0,18800,0,0,18800,0,0,1,0
389376,State2,2,Male,0,1,0,1,41200,0,0,41200,0,0,1,0
889537,State2,2,Male,0,1,0,0,14700,0,0,14700,0,0,1,0
510024,State2,2,Male,0,1,0,1,19400,0,0,19400,0,0,1,0
763451,State2,2,Male,0,1,0,0,39100,39100,0,0,0,0,1,0
1642341,State2,2,Female,0,2,0,1,32300,0,32300,0,0,0,1,0
1269985,State2,2,Male,0,1,0,1,15100,0,15100,0,0,0,1,0
1564278,State2,2,Male,0,1,0,1,14500,0,0,14500,0,0,1,0
360935,State2,2,Male,0,1,0,1,15100,0,0,15100,0,0,1,0
427554,State2,2,Male,0,1,0,1,30100,0,0,30100,0,0,1,0
953360,State2,2,Male,0,1,0,1,25500,0,25500,0,0,0,1,0
1486439,State2,2,Male,0,1,0,0,15600,0,0,15600,0,0,1,0
544409,State2,2,Female,0,2,0,1,7100,0,0,7100,0,0,1,0
1591356,State2,2,Male,0,1,0,1,59600,0,0,59600,0,0,1,0
830902,State2,2,Male,0,1,0,0,12200,0,0,12200,0,0,1,0
1500094,State2,2,Female,0,2,0,0,17500,0,0,17500,0,0,1,0
584842,State2,2,Male,0,1,0,0,41500,0,41500,0,0,0,1,0
782129,State2,2,Male,0,1,0,0,43700,43700,0,0,0,0,1,0
676494,State2,2,Male,0,1,0,1,15900,0,0,15900,0,0,1,0
2174130,State2,2,Male,0,1,0,1,42900,0,22000,20900,0,0,1,0
1795561,State2,2,Male,0,1,0,1,14400,0,0,14400,0,0,1,0
1039081,State2,2,Male,0,1,0,1,29900,0,29900,0,0,0,1,0
899729,State2,2,Male,0,1,0,1,16100,0,16100,0,0,0,1,0
546749,State2,2,Male,0,1,0,1,30000,0,30000,0,0,0,1,0
2110543,State2,2,Male,0,1,0,1,44600,0,44600,0,0,0,1,0
1139076,State2,2,Male,0,1,0,0,15800,0,0,15800,0,0,1,0
501339,State2,2,Male,0,1,0,1,16300,0,16300,0,0,0,1,0
670263,State2,2,Female,0,2,0,1,21100,0,0,21100,0,0,1,0
457055,State2,2,Male,0,1,0,0,17300,0,17300,0,0,0,1,0
938819,State2,2,Male,0,1,0,1,16300,0,0,16300,0,0,1,0
1472256,State2,2,Male,0,1,0,0,16600,0,0,16600,0,0,1,0
653184,State2,2,Male,0,1,0,1,19400,0,0,19400,0,0,1,0
1670345,State2,2,Male,0,1,0,1,15000,0,15000,0,0,0,1,0
1510332,State2,2,Male,0,1,0,0,16000,0,16000,0,0,0,1,0
2252379,State2,2,Male,0,1,0,1,207100,0,207100,0,0,0,2,30
1146738,State2,2,Male,1,1,1,1,117800,0,17700,100100,0,0,3,148
931323,State2,2,Female,0,2,0,1,29000,0,0,29000,0,0,1,0
744444,State2,2,Male,0,1,0,0,56100,0,56100,0,0,0,1,0
1110807,State2,2,Male,0,1,0,0,7800,0,0,7800,0,0,1,0
1258454,State2,2,Female,0,2,0,0,8100,0,0,8100,0,0,1,0
1541301,State2,2,Male,0,1,0,1,41000,41000,0,0,0,0,1,0
2240199,State2,2,Male,0,1,0,1,25900,0,0,25900,0,0,1,0
1828889,State2,2,Male,1,1,1,0,44100,0,44100,0,0,0,1,0
1129395,State2,2,Male,0,1,0,0,15600,0,15600,0,0,0,1,0
941192,State2,2,Male,0,1,0,1,16700,0,0,16700,0,0,1,0
1988764,State2,2,Male,0,1,0,0,36700,0,0,36700,0,0,1,0
733772,State2,2,Male,0,1,0,0,17300,0,0,17300,0,0,1,0
2011083,State2,2,Male,0,1,0,0,85000,0,56700,28300,0,0,2,22
1733605,State2,2,Male,0,1,0,0,28300,0,28300,0,0,0,1,0
789255,State2,2,Male,0,1,0,0,15500,0,0,15500,0,0,1,0
1566025,State2,2,Male,0,1,0,1,29700,0,29700,0,0,0,1,0
594286,State2,2,Female,0,2,0,0,17500,0,0,17500,0,0,1,0
1706467,State2,2,Male,0,1,0,1,25400,0,25400,0,0,0,1,0
1352251,State2,2,Male,0,1,1,1,42700,0,42700,0,0,0,1,0
805172,State2,2,Male,0,1,0,0,19900,0,0,19900,0,0,1,0
810850,State2,2,Male,0,1,0,0,12700,0,0,12700,0,0,1,0
773344,State2,2,Male,0,1,0,0,19700,0,0,19700,0,0,1,0
597177,State2,2,Male,0,1,0,0,13500,0,0,13500,0,0,1,0
925867,State2,2,Male,0,1,0,1,10500,0,0,10500,0,0,1,0
1175015,State2,2,Male,0,1,0,1,28700,0,28700,0,0,0,1,0
918488,State2,2,Male,0,1,0,1,13800,0,0,13800,0,0,1,0
760566,State2,2,Male,0,1,0,0,38800,0,0,38800,0,0,1,0
532936,State2,2,Male,0,1,0,1,49300,0,49300,0,0,0,1,0
786848,State2,2,Male,0,1,0,0,26400,0,26400,0,0,0,1,0
422529,State2,2,Male,0,1,0,1,16700,0,16700,0,0,0,1,0
603658,State2,2,Male,0,1,1,0,42400,0,0,42400,0,0,2,147
661762,State2,2,Male,0,1,0,1,39900,39900,0,0,0,0,1,0
1510228,State2,2,Male,0,1,0,0,17700,0,17700,0,0,0,1,0
478456,State2,2,Male,0,1,0,0,18900,0,0,18900,0,0,1,0
430957,State2,2,Male,0,1,1,0,15200,0,0,15200,0,0,1,0
719019,State2,2,Male,0,1,0,0,43400,43400,0,0,0,0,1,0
561020,State2,2,Male,0,1,0,0,12800,0,0,12800,0,0,1,0
754604,State2,2,Male,0,1,0,0,69800,69800,0,0,0,0,1,0
2308726,State2,2,Female,0,2,0,1,16600,0,0,16600,0,0,1,0
397911,State2,2,Male,0,1,0,1,25300,0,0,25300,0,0,1,0
901389,State2,2,Male,0,1,0,1,61800,0,61800,0,0,0,1,0
2407565,State2,2,Male,0,1,0,0,24500,0,24500,0,0,0,1,0
561266,State2,2,Male,0,1,0,0,17200,0,0,17200,0,0,1,0
2198287,State2,2,Male,0,1,0,1,36400,0,0,36400,0,0,1,0
