regionSeg1,productSeg1,productSeg2,regionSeg2,regionSeg3,productSeg3,yearweek,year,week,qty
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201425,2014,25,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201426,2014,26,9
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201427,2014,27,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201429,2014,29,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201432,2014,32,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201433,2014,33,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201434,2014,34,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201435,2014,35,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201436,2014,36,6
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201441,2014,41,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201442,2014,42,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201444,2014,44,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201445,2014,45,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201446,2014,46,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201447,2014,47,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201448,2014,48,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201449,2014,49,6
A01,,PG05,SALESID0001,SITEID0002,ITEM0416,201451,2014,51,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201416,2014,16,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201421,2014,21,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201422,2014,22,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201423,2014,23,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201424,2014,24,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201425,2014,25,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201426,2014,26,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201427,2014,27,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201428,2014,28,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201429,2014,29,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201430,2014,30,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201431,2014,31,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201434,2014,34,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201435,2014,35,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201436,2014,36,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201437,2014,37,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201440,2014,40,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201441,2014,41,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201442,2014,42,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201443,2014,43,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201445,2014,45,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201446,2014,46,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201447,2014,47,10
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201448,2014,48,15
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201449,2014,49,17
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201450,2014,50,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0416,201452,2014,52,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0417,201432,2014,32,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0417,201450,2014,50,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0418,201441,2014,41,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0418,201442,2014,42,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0418,201445,2014,45,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0418,201434,2014,34,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0418,201448,2014,48,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0418,201452,2014,52,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201401,2014,1,82
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201402,2014,2,17
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201403,2014,3,31
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201404,2014,4,32
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201405,2014,5,7
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201406,2014,6,8
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201407,2014,7,5
A01,,PG05,SALESID0001,SITEID0005,ITEM0425,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201401,2014,1,134
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201402,2014,2,68
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201403,2014,3,92
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201404,2014,4,71
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201405,2014,5,10
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201406,2014,6,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201407,2014,7,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201408,2014,8,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0425,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201401,2014,1,72
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201402,2014,2,26
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201403,2014,3,51
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201404,2014,4,41
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201405,2014,5,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201406,2014,6,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201407,2014,7,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0425,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201401,2014,1,50
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201402,2014,2,31
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201403,2014,3,31
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201404,2014,4,29
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201405,2014,5,11
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201406,2014,6,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201407,2014,7,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201408,2014,8,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0425,201413,2014,13,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201401,2014,1,144
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201402,2014,2,64
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201403,2014,3,87
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201404,2014,4,71
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201405,2014,5,27
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201406,2014,6,11
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201408,2014,8,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201409,2014,9,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0425,201433,2014,33,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201401,2014,1,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201403,2014,3,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201404,2014,4,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201405,2014,5,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201406,2014,6,57
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201407,2014,7,78
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201408,2014,8,26
A01,,PG05,SALESID0001,SITEID0005,ITEM0426,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201401,2014,1,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201402,2014,2,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201403,2014,3,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201404,2014,4,6
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201405,2014,5,8
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201406,2014,6,75
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201407,2014,7,158
A01,,PG05,SALESID0001,SITEID0004,ITEM0426,201408,2014,8,54
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201401,2014,1,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201402,2014,2,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201403,2014,3,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201405,2014,5,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201406,2014,6,40
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201407,2014,7,11
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201408,2014,8,22
A01,,PG05,SALESID0001,SITEID0003,ITEM0426,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201401,2014,1,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201402,2014,2,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201403,2014,3,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201404,2014,4,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201405,2014,5,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201406,2014,6,32
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201407,2014,7,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201408,2014,8,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0426,201414,2014,14,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201401,2014,1,10
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201403,2014,3,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201404,2014,4,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201405,2014,5,10
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201406,2014,6,18
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201407,2014,7,44
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201408,2014,8,5
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201411,2014,11,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0426,201436,2014,36,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0429,201401,2014,1,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0429,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0429,201403,2014,3,6
A01,,PG05,SALESID0001,SITEID0005,ITEM0429,201404,2014,4,9
A01,,PG05,SALESID0001,SITEID0005,ITEM0429,201405,2014,5,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201401,2014,1,7
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201402,2014,2,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201403,2014,3,12
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201404,2014,4,15
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201405,2014,5,8
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201406,2014,6,7
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0429,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201401,2014,1,9
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201402,2014,2,6
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201403,2014,3,15
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201404,2014,4,9
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201405,2014,5,6
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201406,2014,6,12
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201407,2014,7,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201408,2014,8,7
A01,,PG05,SALESID0001,SITEID0003,ITEM0429,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201401,2014,1,5
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201403,2014,3,18
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201404,2014,4,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201405,2014,5,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0429,201406,2014,6,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201401,2014,1,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201402,2014,2,12
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201403,2014,3,11
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201404,2014,4,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201405,2014,5,8
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201406,2014,6,8
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201407,2014,7,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0429,201408,2014,8,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201401,2014,1,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201402,2014,2,17
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201403,2014,3,39
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201404,2014,4,49
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201405,2014,5,18
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201406,2014,6,21
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0005,ITEM0431,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201401,2014,1,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201402,2014,2,28
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201403,2014,3,76
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201404,2014,4,95
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201405,2014,5,55
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201406,2014,6,44
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201408,2014,8,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0431,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201401,2014,1,7
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201402,2014,2,14
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201403,2014,3,31
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201404,2014,4,69
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201405,2014,5,26
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201406,2014,6,40
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201407,2014,7,5
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0431,201423,2014,23,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201401,2014,1,14
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201402,2014,2,29
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201403,2014,3,29
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201404,2014,4,23
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201405,2014,5,24
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201406,2014,6,12
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201407,2014,7,7
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201408,2014,8,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201411,2014,11,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0431,201412,2014,12,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201401,2014,1,15
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201402,2014,2,58
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201403,2014,3,88
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201404,2014,4,95
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201405,2014,5,23
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201406,2014,6,29
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201407,2014,7,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201408,2014,8,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0431,201413,2014,13,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201401,2014,1,20
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201403,2014,3,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201404,2014,4,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201405,2014,5,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201406,2014,6,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201407,2014,7,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201409,2014,9,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0432,201410,2014,10,5
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201401,2014,1,16
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201402,2014,2,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201403,2014,3,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201405,2014,5,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201406,2014,6,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201407,2014,7,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201408,2014,8,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201410,2014,10,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0432,201412,2014,12,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201401,2014,1,14
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201402,2014,2,6
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201403,2014,3,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201404,2014,4,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201405,2014,5,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201406,2014,6,5
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201410,2014,10,1
A01,,PG05,SALESID0001,SITEID0003,ITEM0432,201412,2014,12,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201401,2014,1,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201403,2014,3,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201404,2014,4,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201405,2014,5,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201406,2014,6,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201408,2014,8,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201409,2014,9,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201410,2014,10,3
A01,,PG05,SALESID0001,SITEID0002,ITEM0432,201411,2014,11,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201401,2014,1,33
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201402,2014,2,8
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201403,2014,3,6
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201404,2014,4,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201405,2014,5,15
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201406,2014,6,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201408,2014,8,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201409,2014,9,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201410,2014,10,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201411,2014,11,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0432,201412,2014,12,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201401,2014,1,11
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201402,2014,2,2
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201403,2014,3,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201404,2014,4,7
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201405,2014,5,20
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201406,2014,6,43
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201407,2014,7,5
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201408,2014,8,1
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201409,2014,9,3
A01,,PG05,SALESID0001,SITEID0005,ITEM0434,201411,2014,11,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201401,2014,1,16
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201402,2014,2,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201403,2014,3,2
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201404,2014,4,9
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201405,2014,5,16
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201406,2014,6,44
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201408,2014,8,3
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201409,2014,9,1
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201410,2014,10,6
A01,,PG05,SALESID0001,SITEID0004,ITEM0434,201411,2014,11,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201401,2014,1,17
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201402,2014,2,3
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201403,2014,3,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201404,2014,4,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201405,2014,5,12
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201406,2014,6,20
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201407,2014,7,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201408,2014,8,2
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201409,2014,9,4
A01,,PG05,SALESID0001,SITEID0003,ITEM0434,201410,2014,10,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201401,2014,1,10
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201403,2014,3,1
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201404,2014,4,11
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201405,2014,5,8
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201406,2014,6,19
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201407,2014,7,2
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201409,2014,9,4
A01,,PG05,SALESID0001,SITEID0002,ITEM0434,201410,2014,10,2
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201401,2014,1,37
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201402,2014,2,7
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201403,2014,3,4
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201404,2014,4,18
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201405,2014,5,36
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201406,2014,6,50
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201407,2014,7,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201408,2014,8,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201409,2014,9,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201410,2014,10,3
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201411,2014,11,1
A01,,PG05,SALESID0001,SITEID0001,ITEM0434,201412,2014,12,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201422,2014,22,3
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201423,2014,23,2
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201424,2014,24,8
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201426,2014,26,3
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201427,2014,27,6
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201428,2014,28,4
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201430,2014,30,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201431,2014,31,2
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201432,2014,32,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201433,2014,33,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201434,2014,34,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201435,2014,35,7
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201436,2014,36,4
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201438,2014,38,4
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201439,2014,39,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201441,2014,41,3
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201442,2014,42,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201443,2014,43,2
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201444,2014,44,1
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201445,2014,45,6
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201446,2014,46,11
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201447,2014,47,5
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201448,2014,48,10
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201449,2014,49,3
A01,,PG05,SALESID0001,SITEID0007,ITEM0436,201452,2014,52,1
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201414,2014,14,1
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201415,2014,15,10
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201416,2014,16,11
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201417,2014,17,21
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201418,2014,18,39
A01,,PG05,SALESID0001,SITEID0006,ITEM0436,201419,2014,19,39
