CONTINENT,REGIONID,PRODUCTGROUP,PRODUCT,YEARWEEK,QTY
N01,A12,PG01,PRODUCT16,201516,75
N01,A12,PG03,PRODUCT59,201516,158209
N01,A12,PG02,PRODUCT34,201516,20212
N01,A12,PG02,PRODUCT40,201516,11
N01,A12,PG03,PRODUCT47,201516,14
N01,A12,PG03,PRODUCT60,201516,1224
N01,A12,PG03,PRODUCT56,201516,194
N01,A12,PG03,PRODUCT57,201516,796
N01,A12,PG01,PRODUCT12,201516,9236
N01,A12,PG01,PRODUCT01,201516,377
N01,A12,PG02,PRODUCT33,201516,1630
N01,A12,PG01,PRODUCT14,201516,38
N01,A08,PG03,PRODUCT58,201516,219
N01,A08,PG04,PRODUCT63,201516,737
N01,A08,PG01,PRODUCT15,201516,112
N01,A08,PG01,PRODUCT04,201516,595
N01,A08,PG01,PRODUCT16,201516,26
N01,A08,PG02,PRODUCT36,201516,0
N01,A08,PG03,PRODUCT59,201516,59309
N01,A08,PG02,PRODUCT34,201516,10054
N01,A08,PG02,PRODUCT40,201516,120
N01,A08,PG03,PRODUCT47,201516,14
N03,A35,PG03,PRODUCT58,201518,37
N03,A35,PG03,PRODUCT59,201518,10780
N03,A35,PG02,PRODUCT34,201518,1342
N03,A36,PG03,PRODUCT59,201518,1679
N03,A42,PG03,PRODUCT58,201518,3
N03,A42,PG03,PRODUCT59,201518,13417
N03,A42,PG02,PRODUCT34,201518,414
N04,A54,PG03,PRODUCT58,201518,0
N04,A54,PG03,PRODUCT59,201518,4188
N04,A54,PG02,PRODUCT34,201518,26
N05,A64,PG02,PRODUCT33,201519,112
N05,A64,PG01,PRODUCT14,201519,79
N03,A43,PG03,PRODUCT58,201519,24
N03,A43,PG04,PRODUCT63,201519,11
N03,A43,PG01,PRODUCT15,201519,29
N03,A43,PG01,PRODUCT04,201519,42
N03,A43,PG01,PRODUCT16,201519,43
N03,A43,PG03,PRODUCT59,201519,10550
N03,A43,PG02,PRODUCT34,201519,1042
N03,A43,PG03,PRODUCT47,201519,1
N03,A43,PG03,PRODUCT60,201519,100
N03,A43,PG03,PRODUCT56,201519,6
N03,A43,PG03,PRODUCT57,201519,6
N03,A43,PG01,PRODUCT12,201519,3122
N03,A43,PG01,PRODUCT01,201519,68
N03,A43,PG02,PRODUCT33,201519,98
N03,A43,PG01,PRODUCT14,201519,2
N05,A59,PG03,PRODUCT58,201519,19
N05,A59,PG04,PRODUCT63,201519,158
N05,A59,PG01,PRODUCT15,201519,41
N05,A59,PG01,PRODUCT04,201519,94
N05,A59,PG01,PRODUCT16,201519,93
N05,A59,PG02,PRODUCT36,201519,0
N05,A59,PG03,PRODUCT59,201519,10043
N05,A59,PG02,PRODUCT34,201519,947
N05,A59,PG03,PRODUCT47,201519,0
N05,A59,PG03,PRODUCT60,201519,31
N05,A59,PG03,PRODUCT56,201519,1
N05,A59,PG03,PRODUCT57,201519,6
N05,A59,PG01,PRODUCT12,201519,2052
N05,A59,PG01,PRODUCT01,201519,33
N05,A59,PG02,PRODUCT33,201519,42
N02,A21,PG03,PRODUCT58,201519,153
N02,A21,PG04,PRODUCT63,201519,58
N02,A21,PG01,PRODUCT15,201519,28
N02,A21,PG01,PRODUCT04,201519,50
N02,A21,PG01,PRODUCT16,201519,9
N02,A21,PG03,PRODUCT59,201519,18817
N02,A21,PG02,PRODUCT34,201519,4539
N02,A21,PG03,PRODUCT47,201519,2
N02,A21,PG03,PRODUCT60,201519,34
N02,A21,PG03,PRODUCT56,201519,86
N02,A21,PG03,PRODUCT57,201519,535
N02,A21,PG01,PRODUCT12,201519,1311
N02,A21,PG01,PRODUCT01,201519,0
N02,A21,PG02,PRODUCT33,201519,237
N02,A21,PG01,PRODUCT14,201519,1
N02,A21,PG03,PRODUCT62,201519,589
N02,A27,PG03,PRODUCT58,201519,94
N02,A27,PG04,PRODUCT63,201519,1
N02,A27,PG01,PRODUCT15,201519,0
N02,A27,PG01,PRODUCT04,201519,3
N02,A27,PG01,PRODUCT16,201519,0
N02,A27,PG03,PRODUCT59,201519,378593
N02,A27,PG02,PRODUCT34,201519,7425
N02,A27,PG02,PRODUCT40,201519,27102
N02,A27,PG03,PRODUCT47,201519,4
N02,A27,PG03,PRODUCT60,201519,0
N02,A27,PG03,PRODUCT56,201519,255
N02,A27,PG03,PRODUCT57,201519,6939
N02,A27,PG01,PRODUCT12,201519,14974
N02,A27,PG02,PRODUCT33,201519,543
N04,A46,PG03,PRODUCT58,201519,90
N04,A46,PG03,PRODUCT59,201519,37323
N04,A46,PG02,PRODUCT34,201519,4662
N01,A01,PG01,PRODUCT02,201519,14219
N01,A01,PG01,PRODUCT06,201519,46
N01,A01,PG03,PRODUCT58,201519,15314
N01,A01,PG04,PRODUCT63,201519,32784
N01,A01,PG01,PRODUCT15,201519,4225
N01,A01,PG01,PRODUCT04,201519,13164
N01,A01,PG01,PRODUCT16,201519,1236
N01,A01,PG03,PRODUCT59,201519,682757
N01,A01,PG02,PRODUCT34,201519,84889
N01,A01,PG01,PRODUCT07,201519,1860
N01,A01,PG04,PRODUCT75,201519,28271
N01,A01,PG01,PRODUCT08,201519,126
N01,A01,PG02,PRODUCT19,201519,5317
N01,A01,PG02,PRODUCT20,201519,4
N01,A01,PG03,PRODUCT47,201519,5458
N01,A01,PG03,PRODUCT60,201519,-1
N01,A01,PG03,PRODUCT56,201519,5331
N01,A01,PG03,PRODUCT57,201519,7108
N01,A01,PG01,PRODUCT12,201519,128668
N01,A01,PG01,PRODUCT01,201519,3768
N01,A01,PG02,PRODUCT33,201519,11924
N01,A01,PG01,PRODUCT14,201519,14329
N01,A01,PG03,PRODUCT62,201519,8011
N01,A02,PG01,PRODUCT02,201519,7404
N01,A02,PG01,PRODUCT06,201519,0
N01,A02,PG03,PRODUCT58,201519,622
N01,A02,PG04,PRODUCT63,201519,1439
N02,A25,PG03,PRODUCT58,201511,43
N02,A25,PG03,PRODUCT59,201511,30782
N02,A25,PG02,PRODUCT34,201511,4582
N02,A25,PG02,PRODUCT40,201511,3
N02,A25,PG03,PRODUCT47,201511,3
N02,A25,PG01,PRODUCT13,201511,7
N02,A25,PG03,PRODUCT60,201511,131
N02,A25,PG03,PRODUCT56,201511,110
N02,A25,PG03,PRODUCT57,201511,766
N02,A25,PG01,PRODUCT12,201511,4105
N02,A25,PG01,PRODUCT01,201511,0
N02,A25,PG02,PRODUCT33,201511,72
N02,A25,PG01,PRODUCT14,201511,0
N02,A25,PG03,PRODUCT62,201511,642
N02,A25,PG02,PRODUCT17,201511,28
N02,A28,PG03,PRODUCT58,201511,146
N02,A28,PG04,PRODUCT63,201511,423
N02,A28,PG01,PRODUCT15,201511,405
N02,A28,PG01,PRODUCT04,201511,580
N02,A28,PG01,PRODUCT16,201511,3
N02,A28,PG03,PRODUCT59,201511,88042
N02,A28,PG02,PRODUCT34,201511,11433
N02,A28,PG02,PRODUCT40,201511,0
N02,A28,PG03,PRODUCT47,201511,1
N02,A28,PG03,PRODUCT60,201511,34
N02,A28,PG03,PRODUCT56,201511,78
N02,A28,PG03,PRODUCT57,201511,1475
N02,A28,PG01,PRODUCT12,201511,4187
N02,A28,PG01,PRODUCT01,201511,12
N02,A28,PG02,PRODUCT33,201511,60
N02,A28,PG03,PRODUCT62,201511,1204
N02,A22,PG03,PRODUCT58,201511,19
N02,A22,PG03,PRODUCT59,201511,48153
N02,A22,PG02,PRODUCT34,201511,7260
N02,A22,PG03,PRODUCT56,201511,100
N02,A22,PG03,PRODUCT57,201511,2854
N02,A22,PG01,PRODUCT12,201511,10618
N02,A22,PG02,PRODUCT33,201511,682
N02,A22,PG03,PRODUCT62,201511,1821
N01,A06,PG03,PRODUCT58,201511,581
N01,A06,PG03,PRODUCT59,201511,23328
N01,A06,PG02,PRODUCT34,201511,4375
N01,A06,PG03,PRODUCT60,201511,117
N01,A06,PG03,PRODUCT56,201511,6
N01,A06,PG03,PRODUCT57,201511,156
N01,A06,PG01,PRODUCT12,201511,1471
N01,A06,PG02,PRODUCT33,201511,106
N01,A06,PG03,PRODUCT62,201511,139
N03,A41,PG03,PRODUCT58,201511,1397
N03,A41,PG03,PRODUCT59,201511,531680
N03,A41,PG02,PRODUCT34,201511,20345
N03,A41,PG01,PRODUCT12,201511,52165
N05,A60,PG03,PRODUCT58,201511,187
N05,A60,PG04,PRODUCT63,201511,57
N05,A60,PG01,PRODUCT04,201511,29
N05,A60,PG03,PRODUCT59,201511,32909
N02,A24,PG01,PRODUCT15,201504,1488
N02,A24,PG01,PRODUCT04,201504,723
N02,A24,PG01,PRODUCT16,201504,57
N02,A24,PG03,PRODUCT59,201504,128526
N02,A24,PG02,PRODUCT34,201504,7895
N02,A24,PG02,PRODUCT40,201504,1
N02,A24,PG03,PRODUCT47,201504,2
N02,A24,PG03,PRODUCT56,201504,304
N02,A24,PG03,PRODUCT57,201504,2784
N02,A24,PG01,PRODUCT12,201504,10934
N02,A24,PG02,PRODUCT33,201504,1534
N02,A24,PG01,PRODUCT14,201504,22
N02,A24,PG03,PRODUCT62,201504,3609
N02,A24,PG02,PRODUCT17,201504,602
N02,A26,PG03,PRODUCT58,201504,217
N02,A26,PG04,PRODUCT63,201504,305
N02,A26,PG01,PRODUCT15,201504,30
N02,A26,PG01,PRODUCT04,201504,465
N02,A26,PG01,PRODUCT16,201504,78
N02,A26,PG03,PRODUCT59,201504,123374
N02,A26,PG02,PRODUCT34,201504,6213
N02,A26,PG02,PRODUCT40,201504,409
N02,A26,PG03,PRODUCT47,201504,0
N02,A26,PG03,PRODUCT60,201504,30
N02,A26,PG03,PRODUCT56,201504,71
N02,A26,PG03,PRODUCT57,201504,2221
N02,A26,PG03,PRODUCT61,201504,0
N02,A26,PG01,PRODUCT12,201504,13863
N02,A26,PG01,PRODUCT01,201504,16
N02,A26,PG02,PRODUCT33,201504,320
N02,A26,PG01,PRODUCT14,201504,6
N02,A26,PG03,PRODUCT62,201504,3518
N02,A26,PG02,PRODUCT17,201504,2560
N02,A25,PG03,PRODUCT58,201504,47
N02,A25,PG03,PRODUCT59,201504,31274
N02,A25,PG02,PRODUCT34,201504,4568
N02,A25,PG02,PRODUCT40,201504,1
N02,A25,PG03,PRODUCT47,201504,8
N02,A27,PG03,PRODUCT59,201509,360552
N02,A27,PG02,PRODUCT34,201509,12067
N02,A27,PG02,PRODUCT40,201509,35556
N02,A27,PG03,PRODUCT47,201509,10
N02,A27,PG03,PRODUCT60,201509,1
N02,A27,PG03,PRODUCT56,201509,320
N02,A27,PG03,PRODUCT57,201509,10858
N02,A27,PG01,PRODUCT12,201509,37191
N02,A27,PG02,PRODUCT33,201509,1352
N02,A27,PG03,PRODUCT62,201509,6172
N02,A27,PG02,PRODUCT17,201509,6381
N02,A23,PG03,PRODUCT58,201509,737
N02,A23,PG04,PRODUCT63,201509,1544
N02,A23,PG01,PRODUCT15,201509,201
N04,A46,PG03,PRODUCT58,201509,233
N04,A46,PG03,PRODUCT59,201509,28725
N04,A46,PG02,PRODUCT34,201509,4894
N01,A01,PG01,PRODUCT02,201509,403
N01,A01,PG01,PRODUCT06,201509,24
N01,A01,PG03,PRODUCT58,201509,11653
N01,A01,PG04,PRODUCT63,201509,44488
N01,A01,PG01,PRODUCT15,201509,5745
N01,A01,PG01,PRODUCT04,201509,17048
N01,A01,PG01,PRODUCT16,201509,1046
N01,A01,PG03,PRODUCT59,201509,569545
N01,A01,PG02,PRODUCT34,201509,108638
N01,A01,PG01,PRODUCT07,201509,1131
N01,A01,PG04,PRODUCT75,201509,25281
N01,A01,PG01,PRODUCT08,201509,302
N01,A01,PG02,PRODUCT19,201509,3143
N01,A01,PG02,PRODUCT20,201509,51
N01,A01,PG03,PRODUCT47,201509,6166
N01,A01,PG03,PRODUCT60,201509,0
N01,A01,PG03,PRODUCT56,201509,4287
N01,A01,PG03,PRODUCT57,201509,6482
N01,A01,PG01,PRODUCT12,201509,141823
N01,A01,PG01,PRODUCT01,201509,7799
N01,A01,PG02,PRODUCT33,201509,9456
N01,A01,PG01,PRODUCT14,201509,12654
N01,A01,PG03,PRODUCT62,201509,7114
N01,A02,PG01,PRODUCT02,201509,3551
N01,A02,PG01,PRODUCT06,201509,0
N01,A02,PG03,PRODUCT58,201509,572
N01,A02,PG04,PRODUCT63,201509,1589
N01,A02,PG01,PRODUCT04,201509,758
N01,A02,PG01,PRODUCT16,201509,4
N01,A02,PG03,PRODUCT59,201509,50114
N01,A02,PG02,PRODUCT34,201509,13287
N01,A02,PG03,PRODUCT47,201509,557
N01,A02,PG03,PRODUCT60,201509,1
N01,A02,PG03,PRODUCT56,201509,175
N01,A02,PG03,PRODUCT57,201509,61
N01,A02,PG01,PRODUCT12,201509,5006
N01,A02,PG01,PRODUCT01,201509,56
N01,A02,PG02,PRODUCT33,201509,894
N01,A02,PG01,PRODUCT14,201509,1021
N01,A02,PG03,PRODUCT62,201509,430
N01,A03,PG01,PRODUCT02,201509,1577
N01,A03,PG01,PRODUCT06,201509,0
N01,A03,PG03,PRODUCT58,201509,123
N01,A03,PG04,PRODUCT63,201509,1891
N01,A03,PG01,PRODUCT15,201509,1555
N01,A03,PG01,PRODUCT04,201509,899
N01,A03,PG01,PRODUCT16,201509,1962
N01,A03,PG03,PRODUCT59,201509,72606
N01,A03,PG02,PRODUCT34,201509,8394
N02,A13,PG03,PRODUCT56,201501,4
N02,A13,PG01,PRODUCT12,201501,13288
N02,A13,PG01,PRODUCT01,201501,1597
N02,A13,PG02,PRODUCT41,201501,159
N02,A13,PG03,PRODUCT42,201501,22
N02,A13,PG03,PRODUCT51,201501,77
N02,A13,PG02,PRODUCT33,201501,71
N02,A13,PG01,PRODUCT14,201501,23
N03,A39,PG03,PRODUCT58,201501,207
N03,A39,PG04,PRODUCT63,201501,1054
N03,A39,PG01,PRODUCT04,201501,403
N03,A39,PG01,PRODUCT16,201501,2
N03,A39,PG04,PRODUCT66,201501,116
N03,A39,PG02,PRODUCT37,201501,30
N03,A39,PG03,PRODUCT50,201501,24
N03,A39,PG04,PRODUCT76,201501,276
N03,A39,PG04,PRODUCT67,201501,8
N03,A39,PG01,PRODUCT10,201501,0
N03,A39,PG02,PRODUCT27,201501,65
N03,A39,PG03,PRODUCT53,201501,2
N03,A39,PG03,PRODUCT59,201501,26819
N03,A39,PG02,PRODUCT34,201501,3129
N03,A39,PG01,PRODUCT07,201501,29
N03,A39,PG04,PRODUCT75,201501,732
N03,A39,PG01,PRODUCT08,201501,1
N03,A39,PG02,PRODUCT19,201501,7
N03,A39,PG02,PRODUCT20,201501,1
N03,A39,PG02,PRODUCT25,201501,56
N03,A39,PG04,PRODUCT72,201501,0
N03,A39,PG02,PRODUCT28,201501,196
N03,A39,PG02,PRODUCT29,201501,115
N03,A39,PG03,PRODUCT47,201501,0
N03,A39,PG03,PRODUCT60,201501,32
N03,A39,PG03,PRODUCT56,201501,16
N03,A39,PG03,PRODUCT61,201501,1
N03,A39,PG01,PRODUCT12,201501,3795
N03,A39,PG01,PRODUCT01,201501,606
N03,A39,PG02,PRODUCT33,201501,119
N03,A39,PG01,PRODUCT14,201501,9
N04,A57,PG03,PRODUCT58,201501,71
N04,A57,PG04,PRODUCT63,201501,114
N04,A57,PG01,PRODUCT15,201501,165
N04,A57,PG01,PRODUCT04,201501,89
N04,A57,PG01,PRODUCT16,201501,69
N04,A57,PG03,PRODUCT59,201501,26312
N04,A57,PG02,PRODUCT34,201501,3043
N04,A57,PG03,PRODUCT60,201501,10
N04,A57,PG03,PRODUCT56,201501,2
N04,A57,PG03,PRODUCT57,201501,2
N04,A57,PG01,PRODUCT12,201501,3087
N04,A57,PG01,PRODUCT01,201501,101
N04,A57,PG02,PRODUCT33,201501,10
N05,A65,PG02,PRODUCT40,201540,3
N05,A65,PG03,PRODUCT47,201540,32
N05,A65,PG03,PRODUCT60,201540,93
N05,A65,PG03,PRODUCT56,201540,187
N05,A65,PG03,PRODUCT57,201540,159
N05,A65,PG01,PRODUCT12,201540,1302
N05,A65,PG01,PRODUCT01,201540,51
N05,A65,PG02,PRODUCT33,201540,197
N05,A65,PG01,PRODUCT14,201540,21
N05,A65,PG03,PRODUCT62,201540,213
N02,A24,PG03,PRODUCT58,201540,9
N02,A24,PG04,PRODUCT63,201540,61
N02,A24,PG01,PRODUCT15,201540,1205
N02,A24,PG01,PRODUCT04,201540,530
N02,A24,PG01,PRODUCT16,201540,60
N02,A24,PG03,PRODUCT59,201540,207583
N02,A24,PG02,PRODUCT34,201540,15170
N02,A24,PG02,PRODUCT40,201540,0
N02,A24,PG03,PRODUCT47,201540,3
N02,A24,PG03,PRODUCT56,201540,240
N02,A24,PG03,PRODUCT57,201540,2043
N02,A24,PG01,PRODUCT12,201540,9096
N02,A24,PG02,PRODUCT33,201540,600
N02,A24,PG01,PRODUCT14,201540,1
N02,A24,PG03,PRODUCT62,201540,1916
N02,A24,PG02,PRODUCT17,201540,146
N02,A26,PG03,PRODUCT58,201540,47
N02,A26,PG04,PRODUCT63,201540,530
N02,A26,PG01,PRODUCT15,201540,3030
N02,A26,PG01,PRODUCT04,201540,681
N02,A26,PG01,PRODUCT16,201540,45
N02,A26,PG03,PRODUCT59,201540,157877
N02,A26,PG02,PRODUCT34,201540,13831
N02,A26,PG02,PRODUCT40,201540,290
N02,A26,PG03,PRODUCT47,201540,0
N02,A26,PG03,PRODUCT60,201540,29
N02,A26,PG03,PRODUCT56,201540,111
N02,A26,PG03,PRODUCT57,201540,3733
N02,A26,PG03,PRODUCT61,201540,0
N02,A26,PG01,PRODUCT12,201540,22069
N02,A26,PG01,PRODUCT01,201540,6
N02,A26,PG02,PRODUCT33,201540,381
N02,A26,PG01,PRODUCT14,201540,15
N02,A26,PG03,PRODUCT62,201540,3455
N02,A26,PG02,PRODUCT17,201540,4049
N02,A25,PG03,PRODUCT58,201540,10
N02,A25,PG03,PRODUCT59,201540,45056
N02,A25,PG02,PRODUCT34,201540,7043
N02,A25,PG02,PRODUCT40,201540,75
N02,A25,PG03,PRODUCT47,201540,7
N02,A25,PG01,PRODUCT13,201540,0
N02,A25,PG03,PRODUCT60,201540,233
N02,A25,PG03,PRODUCT56,201540,183
N02,A25,PG03,PRODUCT57,201540,1471
N02,A25,PG01,PRODUCT12,201540,6544
N02,A25,PG01,PRODUCT01,201540,16
N02,A25,PG02,PRODUCT33,201540,108
N02,A25,PG01,PRODUCT14,201540,0
N02,A25,PG03,PRODUCT62,201540,1019
N02,A25,PG02,PRODUCT17,201540,132
N02,A28,PG03,PRODUCT58,201540,41
N02,A28,PG04,PRODUCT63,201540,305
N02,A28,PG01,PRODUCT15,201540,373
N02,A28,PG01,PRODUCT04,201540,531
N02,A17,PG01,PRODUCT04,201532,557
N02,A17,PG01,PRODUCT16,201532,1577
N02,A17,PG03,PRODUCT59,201532,47593
N02,A17,PG02,PRODUCT34,201532,1704
N02,A17,PG03,PRODUCT47,201532,114
N02,A17,PG03,PRODUCT60,201532,0
N02,A17,PG03,PRODUCT56,201532,113
N02,A17,PG03,PRODUCT57,201532,1072
N02,A17,PG01,PRODUCT12,201532,11296
N02,A17,PG01,PRODUCT01,201532,3
N02,A17,PG02,PRODUCT33,201532,344
N02,A17,PG01,PRODUCT14,201532,102
N02,A17,PG03,PRODUCT62,201532,1889
N02,A18,PG03,PRODUCT58,201532,197
N02,A18,PG04,PRODUCT63,201532,1143
N02,A18,PG01,PRODUCT15,201532,0
N02,A18,PG01,PRODUCT04,201532,2368
N02,A18,PG01,PRODUCT16,201532,6354
N02,A18,PG02,PRODUCT36,201532,0
N02,A18,PG03,PRODUCT59,201532,496668
N02,A18,PG02,PRODUCT34,201532,21218
N02,A18,PG02,PRODUCT40,201532,0
N02,A18,PG03,PRODUCT47,201532,60
N02,A18,PG03,PRODUCT56,201532,-1
N02,A18,PG03,PRODUCT57,201532,68
N02,A18,PG01,PRODUCT12,201532,50806
N02,A18,PG01,PRODUCT01,201532,22
N02,A18,PG02,PRODUCT33,201532,2012
N02,A18,PG01,PRODUCT14,201532,21
N03,A32,PG03,PRODUCT58,201532,199
N03,A32,PG04,PRODUCT63,201532,688
N03,A32,PG01,PRODUCT15,201532,218
N03,A32,PG01,PRODUCT04,201532,457
N03,A32,PG01,PRODUCT16,201532,985
N03,A32,PG03,PRODUCT59,201532,86085
N03,A32,PG02,PRODUCT34,201532,10174
N03,A32,PG03,PRODUCT47,201532,8
N03,A32,PG03,PRODUCT60,201532,138
N03,A32,PG03,PRODUCT56,201532,104
N03,A32,PG03,PRODUCT57,201532,359
N03,A32,PG01,PRODUCT12,201532,7451
N03,A32,PG01,PRODUCT01,201532,51
N03,A32,PG02,PRODUCT33,201532,347
N03,A32,PG01,PRODUCT14,201532,18
N03,A32,PG03,PRODUCT62,201532,980
N04,A56,PG01,PRODUCT02,201532,96
N04,A56,PG03,PRODUCT58,201532,5
N04,A56,PG04,PRODUCT63,201532,1523
N04,A56,PG01,PRODUCT15,201532,182
N04,A56,PG01,PRODUCT04,201532,178
N04,A56,PG01,PRODUCT16,201532,531
N04,A56,PG03,PRODUCT59,201532,19649
N04,A56,PG02,PRODUCT34,201532,3326
N04,A56,PG02,PRODUCT40,201532,0
N04,A56,PG03,PRODUCT47,201532,1
N04,A56,PG03,PRODUCT60,201532,0
N04,A56,PG03,PRODUCT56,201532,46
N04,A56,PG03,PRODUCT57,201532,698
N04,A56,PG01,PRODUCT12,201532,5647
N04,A56,PG01,PRODUCT01,201532,0
N04,A56,PG02,PRODUCT33,201532,45
N04,A56,PG01,PRODUCT14,201532,18
N04,A56,PG03,PRODUCT62,201532,1310
N02,A15,PG01,PRODUCT04,201503,940
N02,A15,PG01,PRODUCT16,201503,333
N02,A15,PG02,PRODUCT36,201503,0
N02,A15,PG03,PRODUCT59,201503,84945
N02,A15,PG02,PRODUCT34,201503,22772
N02,A15,PG02,PRODUCT40,201503,49
N02,A15,PG03,PRODUCT47,201503,5
N02,A15,PG03,PRODUCT60,201503,909
N02,A15,PG03,PRODUCT56,201503,57
N02,A15,PG03,PRODUCT57,201503,16
N02,A15,PG01,PRODUCT12,201503,20562
N02,A15,PG01,PRODUCT01,201503,1875
N02,A15,PG02,PRODUCT33,201503,1553
N02,A15,PG01,PRODUCT14,201503,8
N01,A09,PG01,PRODUCT02,201503,0
N01,A09,PG03,PRODUCT58,201503,754
N01,A09,PG04,PRODUCT63,201503,1595
N01,A09,PG01,PRODUCT15,201503,589
N01,A09,PG01,PRODUCT04,201503,1629
N01,A09,PG01,PRODUCT16,201503,551
N01,A09,PG03,PRODUCT59,201503,132770
N01,A09,PG02,PRODUCT34,201503,35858
N01,A09,PG02,PRODUCT40,201503,62
N01,A09,PG03,PRODUCT47,201503,151
N01,A09,PG03,PRODUCT60,201503,2392
N01,A09,PG03,PRODUCT56,201503,747
N01,A09,PG03,PRODUCT57,201503,329
N01,A09,PG03,PRODUCT61,201503,15
N01,A09,PG01,PRODUCT12,201503,26856
N01,A09,PG01,PRODUCT01,201503,720
N01,A09,PG02,PRODUCT33,201503,1569
N01,A09,PG01,PRODUCT14,201503,77
N01,A11,PG03,PRODUCT58,201503,37
N01,A11,PG04,PRODUCT63,201503,44
N01,A11,PG01,PRODUCT15,201503,86
N01,A11,PG01,PRODUCT04,201503,60
N01,A11,PG01,PRODUCT16,201503,85
N01,A11,PG03,PRODUCT59,201503,16504
N01,A11,PG02,PRODUCT34,201503,5409
N01,A11,PG02,PRODUCT40,201503,9
N01,A11,PG03,PRODUCT60,201503,243
N01,A11,PG03,PRODUCT56,201503,4
N01,A11,PG03,PRODUCT57,201503,1
N01,A11,PG01,PRODUCT12,201503,2574
N01,A11,PG01,PRODUCT01,201503,228
N01,A11,PG02,PRODUCT33,201503,383
N04,A51,PG03,PRODUCT58,201503,162
N04,A51,PG04,PRODUCT63,201503,364
N04,A51,PG01,PRODUCT15,201503,277
N04,A48,PG02,PRODUCT33,201503,3267
N04,A48,PG03,PRODUCT62,201503,4469
N05,A61,PG03,PRODUCT58,201503,19
N05,A61,PG03,PRODUCT59,201503,25970
N05,A61,PG02,PRODUCT34,201503,607
N03,A33,PG03,PRODUCT58,201503,33
N03,A33,PG03,PRODUCT59,201503,62176
N03,A33,PG02,PRODUCT34,201503,2111
N03,A34,PG03,PRODUCT58,201503,240
N03,A34,PG03,PRODUCT59,201503,95595
N03,A34,PG02,PRODUCT34,201503,4630
N03,A39,PG02,PRODUCT20,201506,0
N03,A39,PG02,PRODUCT25,201506,30
N03,A39,PG04,PRODUCT72,201506,0
N03,A39,PG02,PRODUCT28,201506,905
N03,A39,PG02,PRODUCT29,201506,1219
N03,A39,PG03,PRODUCT47,201506,0
N03,A39,PG03,PRODUCT60,201506,74
N03,A39,PG03,PRODUCT56,201506,44
N03,A39,PG03,PRODUCT61,201506,0
N03,A39,PG01,PRODUCT12,201506,2714
N03,A39,PG01,PRODUCT01,201506,510
N03,A39,PG02,PRODUCT33,201506,99
N03,A39,PG01,PRODUCT14,201506,6
N04,A57,PG03,PRODUCT58,201506,50
N04,A57,PG04,PRODUCT63,201506,43
N04,A57,PG01,PRODUCT15,201506,115
N04,A57,PG01,PRODUCT04,201506,40
N04,A57,PG01,PRODUCT16,201506,57
N04,A57,PG03,PRODUCT59,201506,35131
N04,A57,PG02,PRODUCT34,201506,1373
N04,A57,PG03,PRODUCT60,201506,20
N04,A57,PG03,PRODUCT56,201506,7
N04,A57,PG03,PRODUCT57,201506,4
N04,A57,PG01,PRODUCT12,201506,3935
N04,A57,PG01,PRODUCT01,201506,102
N04,A57,PG02,PRODUCT33,201506,36
N05,A64,PG03,PRODUCT58,201506,138
N05,A64,PG04,PRODUCT63,201506,853
N05,A64,PG01,PRODUCT15,201506,65
N05,A64,PG01,PRODUCT04,201506,991
N05,A64,PG01,PRODUCT16,201506,21
N05,A64,PG03,PRODUCT59,201506,17574
N05,A64,PG02,PRODUCT34,201506,7705
N05,A64,PG02,PRODUCT40,201506,8
N05,A64,PG03,PRODUCT60,201506,49
N05,A64,PG03,PRODUCT56,201506,6
N05,A64,PG03,PRODUCT61,201506,0
N05,A64,PG01,PRODUCT12,201506,4971
N05,A64,PG01,PRODUCT01,201506,381
N05,A64,PG02,PRODUCT33,201506,251
N05,A64,PG01,PRODUCT14,201506,57
N03,A43,PG03,PRODUCT58,201506,37
N03,A43,PG04,PRODUCT63,201506,23
N03,A43,PG01,PRODUCT15,201506,33
N03,A43,PG01,PRODUCT04,201506,71
N03,A43,PG01,PRODUCT16,201506,34
N03,A43,PG03,PRODUCT59,201506,10503
N03,A43,PG02,PRODUCT34,201506,1438
N03,A43,PG03,PRODUCT47,201506,0
N03,A43,PG03,PRODUCT60,201506,75
N03,A43,PG03,PRODUCT56,201506,4
N03,A43,PG03,PRODUCT57,201506,2
N03,A43,PG01,PRODUCT12,201506,2701
N03,A43,PG01,PRODUCT01,201506,95
N03,A43,PG02,PRODUCT33,201506,76
N03,A43,PG01,PRODUCT14,201506,1
N05,A59,PG03,PRODUCT58,201506,38
N05,A59,PG04,PRODUCT63,201506,227
N05,A59,PG01,PRODUCT15,201506,12
N05,A59,PG01,PRODUCT04,201506,109
N05,A59,PG01,PRODUCT16,201506,53
N05,A59,PG02,PRODUCT36,201506,0
N05,A59,PG03,PRODUCT59,201506,8485
N05,A59,PG02,PRODUCT34,201506,945
N05,A59,PG03,PRODUCT47,201506,1
N05,A59,PG03,PRODUCT60,201506,140
N05,A59,PG03,PRODUCT56,201506,16
N05,A59,PG03,PRODUCT57,201506,51
N05,A59,PG01,PRODUCT12,201506,1855
N05,A59,PG01,PRODUCT01,201506,73
N05,A59,PG02,PRODUCT33,201506,68
N02,A21,PG03,PRODUCT58,201506,157
N02,A21,PG04,PRODUCT63,201506,33
N02,A21,PG01,PRODUCT15,201506,34
